Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Insert Date
Starbucks,5921,Sunset & Airline - Hollister,Company Owned,11902,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-634-0492,1760 A Airline Highway,1760 A Airline Highway,,Hollister,CA,95023-5634,US,06/22/2012 06:53:32 PM
Starbucks,6875,Downey & I Street - Modesto,Company Owned,14107,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-579-5986,"1801 H Street, E",1801 H Street,E,Modesto,CA,95354-1221,US,06/22/2012 06:53:32 PM
Starbucks,5313,Century Center,Company Owned,12122,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,209-575-9870,"2401 E Orangeberg Avenue, Suite #180",2401 E Orangeberg Avenue,Suite #180,Modesto,CA,95355,US,06/22/2012 06:53:32 PM
Starbucks,10108,Kansas Avenue & Hwy 99 - Modesto,Company Owned,10054,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-577-1540,820 Kansas Avenue,820 Kansas Avenue,,Modesto,CA,95351-1519,US,06/22/2012 06:53:32 PM
Starbucks,72904,O'Briens Market - Roseburg,Licensed,13768,,,,9999,Unknown,209-869-9050,839 W Roseburg Ave,839 W Roseburg Ave,,Modesto,CA,95350-5059,US,06/22/2012 06:53:32 PM
Starbucks,74910,Safeway - Modesto #1661,Licensed,14599,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,209-571-6280,2001 McHenry Ave,2001 McHenry Ave,,Modesto,CA,95350-3245,US,06/22/2012 06:53:32 PM
Starbucks,8980,Coffee & Floyd - Modesto,Company Owned,9648,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-578-0231,2519 Coffee Road,2519 Coffee Road,,Modesto,CA,95355-2056,US,06/22/2012 06:53:32 PM
Starbucks,5985,McHenry & Briggsmore - Modesto,Company Owned,15016,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,209-569-0972,"2001 McHenry Avenue, R",2001 McHenry Avenue,R,Modesto,CA,95350-3245,US,06/22/2012 06:53:32 PM
Starbucks,9741,Briggsmore & Prescott - Modesto,Company Owned,9718,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-492-9688,2045 West Briggsmore,2045 West Briggsmore,,Modesto,CA,95350-3767,US,06/22/2012 06:53:32 PM
Starbucks,5258,Modesto Promenade,Company Owned,14854,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,209-527-6203,"3501 McHenry Avenue, Ste D-12",3501 McHenry Avenue,Ste D-12,Modesto,CA,95356-1576,US,06/22/2012 06:53:32 PM
Starbucks,10662,Oakdale & Claribel - Riverbank,Company Owned,7077,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-869-6354,"2213 Claribel Road, A",2213 Claribel Road,A,Riverbank,CA,95367-9481,US,06/22/2012 06:53:32 PM
Starbucks,76495,Target Modesto/Riverbank T-2096,Licensed,8462,,Starbucks Card Mobile,,9999,Unknown,209-863-1270,2425 Clarabel Rd,2425 Clarabel Rd,,Riverbank,CA,95367-9456,US,06/22/2012 06:53:32 PM
Starbucks,2889,Camino Arroyo & Pacheco - Gilroy,Company Owned,11069,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,408-848-3027,6865 Camino Arroyo,6865 Camino Arroyo,,Gilroy,CA,95020-7081,US,06/22/2012 06:53:32 PM
Starbucks,76162,Target Modesto NW T-938,Licensed,12751,,Starbucks Card Mobile,,9999,Unknown,209-543-9561,3600 Sisk Rd,3600 Sisk Rd,,Modesto,CA,95356-0535,US,06/22/2012 06:53:32 PM
Starbucks,6686,Vintage Faire Mall - Modesto,Company Owned,16182,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,209-574-0776,"3401 Dale Road, 244",3401 Dale Road,244,Modesto,CA,95356,US,06/22/2012 06:53:32 PM
Starbucks,5501,Gilroy Outlet Center,Company Owned,13353,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-846-9733,8375 Arroya Circle,8375 Arroya Circle,,Gilroy,CA,95020-7326,US,06/22/2012 06:53:32 PM
Starbucks,72771,O'Briens Market - Modesto,Licensed,13240,,Wireless Hotspot,,9999,Unknown,209-545-8100,4120 Dale Rd,4120 Dale Rd,,Modesto,CA,95356-9232,US,06/22/2012 06:53:32 PM
Starbucks,9417,Oakdale & Patterson - Riverbank,Company Owned,14806,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-863-8403,2252 Patterson Road,2252 Patterson Road,,Riverbank,CA,95367-9647,US,06/22/2012 06:53:32 PM
Starbucks,5964,Highway 99 & Pelandale - Modesto,Company Owned,16481,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,209-545-7961,3801 Pelandale Ave,3801 Pelandale Ave,,Modesto,CA,95356-8300,US,06/22/2012 06:53:32 PM
Starbucks,5364,Gilroy Town Place,Company Owned,14848,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-847-5920,795 First Street,795 First Street,,Gilroy,CA,95020-4918,US,06/22/2012 06:53:33 PM
Starbucks,74496,Safeway-Gilroy #1505,Licensed,15004,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-842-6446,905 1st St,905 1st St,,Gilroy,CA,95020-4816,US,06/22/2012 06:53:33 PM
Starbucks,74168,Safeway-Morgan Hill #1455,Licensed,9372,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-776-8720,840 E. Dunne Ave.,840 E. Dunne Ave.,,Morgan Hill,CA,95037-4609,US,06/22/2012 06:53:33 PM
Starbucks,74476,Safeway-Morgan Hill #1891,Licensed,11728,,Starbucks Card Mobile,,9999,Unknown,408-776-9861,235 Tennant Station,235 Tennant Station,,Morgan Hill,CA,95037-5463,US,06/22/2012 06:53:33 PM
Starbucks,5932,Dunne & Walnut Grove - Morgan Hill,Company Owned,13444,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-465-2127,"17015 Walnut Grove Drive, Suite 101",17015 Walnut Grove Drive,Suite 101,Morgan Hill,CA,95037-4436,US,06/22/2012 06:53:33 PM
Starbucks,5276,Morgan Hill - Vineyard Blvd./Monter,Company Owned,12175,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-779-8692,251 Vineyard Town Center Way,251 Vineyard Town Center Way,,Morgan Hill,CA,95037-5673,US,06/22/2012 06:53:33 PM
Starbucks,11745,Cochrane & Hwy 101 - Morgan Hill,Company Owned,18144,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,408-776-2061,1041 Cochrane Road,1041 Cochrane Road,,Morgan Hill,CA,95037-9076,US,06/22/2012 06:53:33 PM
Starbucks,76789,Target Morgan Hill T-2252,Licensed,7633,,Starbucks Card Mobile,,9999,Unknown,408-310-4050,1061 Cochrane Rd,1061 Cochrane Rd,,Morgan Hill,CA,95037-9305,US,06/22/2012 06:53:33 PM
Starbucks,8977,Cochrane & Monterey - Morgan Hill,Company Owned,9703,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,408-782-1134,18585 Monterey Road,18585 Monterey Road,,Morgan Hill,CA,95037-3052,US,06/22/2012 06:53:33 PM
Starbucks,10016,Boranda & Sanborn - Salinas,Company Owned,8632,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,831-754-6399,"1598 N Sanborn Rd, A",1598 N Sanborn Rd,A,Salinas,CA,93905-4762,US,06/22/2012 06:53:33 PM
Starbucks,74953,Safeway - Prunedale #1204,Licensed,7965,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-663-6702,17539 Vierra Canyon,17539 Vierra Canyon,,Prunedale,CA,93907-3310,US,06/22/2012 06:53:33 PM
Starbucks,5896,Hwy 101 & Vierra Canyon - Prunedale,Company Owned,9293,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-663-3018,17543 Vierra Canyon Road,17543 Vierra Canyon Road,,Prunedale,CA,93907-3310,US,06/22/2012 06:53:33 PM
Starbucks,2839,Constitution & Independence - Salin,Company Owned,13949,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-443-1449,1508 Constitution Boulevard,1508 Constitution Boulevard,,Salinas,CA,93905-3803,US,06/22/2012 06:53:33 PM
Starbucks,74460,Safeway-Salinas #2654,Licensed,9339,,Starbucks Card Mobile,,9999,Unknown,831-444-3625,1516 Constitution Blvd,1516 Constitution Blvd,,Salinas,CA,93905-3803,US,06/22/2012 06:53:33 PM
Starbucks,8659,Main & Boranda - Salinas,Company Owned,15177,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-442-0460,1964 North Main Street,1964 North Main Street,,Salinas,CA,93906-2036,US,06/22/2012 06:53:33 PM
Starbucks,76161,Target Salinas T-676,Licensed,11070,,Starbucks Card Mobile,,9999,Unknown,831-442-0547,1640 N Main St,1640 N Main St,,Salinas,CA,93906-5102,US,06/22/2012 06:53:33 PM
Starbucks,79632,Safeway - Salinas #1110,Licensed,18284,,Starbucks Card Mobile,,9999,Unknown,831-442-7500,1546 N Main St,1546 N Main St,,Salinas,CA,93906-5101,US,06/22/2012 06:53:33 PM
Starbucks,13401,Main & Bernal - Salinas,Company Owned,10594,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,831-757-3164,"917 B, N.  Main Street","917 B, N.  Main Street",,Salinas,CA,93906-3912,US,06/22/2012 06:53:33 PM
Starbucks,79593,Safeway - Freedom #2840,Licensed,12576,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-728-2640,2010 Freedom Blvd,2010 Freedom Blvd,,Freedom,CA,95019-2834,US,06/22/2012 06:53:33 PM
Starbucks,5655,Main & Ohlone - Watsonville,Company Owned,15728,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-761-1050,1423 Main Street,1423 Main Street,,Watsonville,CA,95076-3755,US,06/22/2012 06:53:33 PM
Starbucks,6899,Colony & Jack Tone - Ripon,Company Owned,14079,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-599-7410,1402 Colony Road,1402 Colony Road,,Ripon,CA,95366,US,06/22/2012 06:53:33 PM
Starbucks,76668,Target Watsonville T-1143,Licensed,7746,,Starbucks Card Mobile,,9999,Unknown,831-761-9194,1415 Main St,1415 Main St,,Watsonville,CA,95076-3755,US,06/22/2012 06:53:33 PM
Starbucks,5676,Bernal & Via Del Oro - San Jose,Company Owned,16811,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-362-1129,"125 Bernal Road, Suite 20",125 Bernal Road,Suite 20,San Jose,CA,95119-1397,US,06/22/2012 06:53:33 PM
Starbucks,10997,Hwy 120 & Plaza - Escalon,Company Owned,7468,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,209-838-7920,"1255 Lillian Ave, A",1255 Lillian Ave,A,Escalon,CA,95320-1685,US,06/22/2012 06:53:33 PM
Starbucks,15641,Tracy Blvd & Valpico - Tracy,Company Owned,65669,"Lunch, Oven-warmed Food",Wireless Hotspot,,0,Unknown,209-834-8149,"2610 S. Tracy Blvd., Suite 150",2610 S. Tracy Blvd.,Suite 150,Tracy,CA,95376-9105,US,06/22/2012 06:53:33 PM
Starbucks,6629,Main & San Joaquin - Salinas,Company Owned,15162,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-751-3420,1186 South Main Street,1186 South Main Street,,Salinas,CA,93901-2204,US,06/22/2012 06:53:38 PM
Starbucks,75300,Salinas Valley Memorial Lobby,Licensed,7808,"Lunch, Oven-warmed Food",Wireless Hotspot,,9999,Unknown,831-757-4333,450 E Romie Lane,450 E Romie Lane,,Salinas,CA,93901-4029,US,06/22/2012 06:53:38 PM
Starbucks,5597,Westridge S.C.-Salinas,Company Owned,9187,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-771-2901,1363 N. Davis Road,1363 N. Davis Road,,Salinas,CA,93907-1991,US,06/22/2012 06:53:38 PM
Starbucks,16762,CSU Monterey Bay,Licensed,69955,"Lunch, Oven-warmed Food",,,0,Unknown,831-582-4746,100 Campus Center Bldg 14,100 Campus Center Bldg 14,,Seaside,CA,93955-8000,US,06/22/2012 06:53:38 PM
Starbucks,6707,Del Monte & Reservation - Marina,Company Owned,8679,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-384-7796,"3148 Del Monte Boulevard, C",3148 Del Monte Boulevard,C,Marina,CA,93933-3047,US,06/22/2012 06:53:38 PM
Starbucks,76835,Target Marina T-2306,Licensed,6492,,Starbucks Card Mobile,,9999,Unknown,831-883-5720,133 General Stilwell Dr,133 General Stilwell Dr,,Marina,CA,93933-6242,US,06/22/2012 06:53:38 PM
Starbucks,5569,Hwy 1 & Tioga - Sand City,Company Owned,14701,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-394-1236,"2160 California Avenue, Ste A",2160 California Avenue,Ste A,Sand City,CA,93955-3194,US,06/22/2012 06:53:38 PM
Starbucks,76508,Target Sand City T-1062,Licensed,7152,,Starbucks Card Mobile,,9999,Unknown,831-392-1990,2040 California Ave,2040 California Ave,,Sand City,CA,93955-3150,US,06/22/2012 06:53:38 PM
Starbucks,6463,Canyon Del Rey & Hwy 68 - Del Rey O,Company Owned,16475,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-392-1109,441 Canyon Del Rey,441 Canyon Del Rey,,Del Rey Oaks,CA,93940-5705,US,06/22/2012 06:53:38 PM
Starbucks,79653,Safeway - Del Rey Oaks #2841,Licensed,18060,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-372-9344,815 Canyon Del Rey,815 Canyon Del Rey,,Del Rey Oaks,CA,93940-5525,US,06/22/2012 06:53:38 PM
Starbucks,9869,Canyon Del Rey & Del Monte - Seasid,Company Owned,9517,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,831-393-1835,1504 Canyon Del Rey,1504 Canyon Del Rey,,Seaside,CA,93955-4222,US,06/22/2012 06:53:38 PM
Starbucks,5978,Cannery Row - Monterey,Company Owned,11801,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-656-9531,"711 Cannery Row, A and E",711 Cannery Row,A and E,Monterey,CA,93940-1037,US,06/22/2012 06:53:38 PM
Starbucks,16079,Alvarado & Del Monte,Company Owned,66442,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food",Wireless Hotspot,,0,Unknown,831-646-1182,316 Alvarado Street,316 Alvarado Street,,Monterey,CA,93940-2414,US,06/22/2012 06:53:38 PM
Starbucks,601,Del Monte,Company Owned,18425,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-642-0736,"492 Del Monte Center, Space #4-38",492 Del Monte Center,Space #4-38,Monterey,CA,93940-6160,US,06/22/2012 06:53:38 PM
Starbucks,74883,Safeway - Pacific Grove #761,Licensed,20001,,"Starbucks Card Mobile, Wireless Hotspot",,0,Unknown,831-375-8262,1212 Forest Ave,1212 Forest Ave,,Pacific Grove,CA,93950-5123,US,06/22/2012 06:53:38 PM
Starbucks,79520,Safeway - Carmel #2669,Licensed,10331,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-625-8820,Crmel Center & Rio Road,Crmel Center & Rio Road,,Carmel,CA,93923,US,06/22/2012 06:53:38 PM
Starbucks,8978,Freedom & Airport - Watsonville,Company Owned,9775,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-786-0714,2024 Freedom Blvd,2024 Freedom Blvd,,Freedom,CA,95019-2835,US,06/22/2012 06:53:38 PM
Starbucks,9553,Soquel & Trout Gulch - Aptos,Company Owned,14483,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-687-0921,105 B Post Office Drive,105 B Post Office Drive,,Aptos,CA,95003-3953,US,06/22/2012 06:53:38 PM
Starbucks,74481,Safeway-Aptos #640,Licensed,15007,,Starbucks Card Mobile,,9999,Unknown,831-688-2775,16 Rancho Del Mar,16 Rancho Del Mar,,Aptos,CA,95003-3902,US,06/22/2012 06:53:38 PM
Starbucks,9412,Capitola Mall,Company Owned,8819,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-479-9651,1855 41st Avenue- Space F01,1855 41st Avenue- Space F01,,Capitola,CA,95010-2511,US,06/22/2012 06:53:38 PM
Starbucks,75928,OAK T -2 Gate 28,Licensed,17775,,Wireless Hotspot,,9999,Airport,510-563-6556,1 Airport Drive,1 Airport Drive,,Oakland,CA,94621-1430,US,06/22/2012 06:53:40 PM
Starbucks,667,Capitola,Company Owned,15841,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-464-8091,"1955 41st Avenue, Space A-1",1955 41st Avenue,Space A-1,Capitola,CA,95010-2514,US,06/22/2012 06:53:38 PM
Starbucks,74951,Safeway - Soquel #1929,Licensed,10398,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-477-7212,2720 41st Ave,2720 41st Ave,,Soquel,CA,95073-2111,US,06/22/2012 06:53:38 PM
Starbucks,10669,41st Ave & Soquel  - Soquel,Company Owned,17900,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-475-8440,"2740 41st Street, 100",2740 41st Street,100,Soquel,CA,95073-2115,US,06/22/2012 06:53:38 PM
Starbucks,5241,Santa Cruz,Company Owned,11582,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-459-7681,1335 Pacific Avenue,1335 Pacific Avenue,,Santa Cruz,CA,95060-3909,US,06/22/2012 06:53:38 PM
Starbucks,3781,Safeway - Santa Cruz #2607,Licensed,10911,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-429-9811,2203 Mission St,2203 Mission St,,Santa Cruz,CA,95060-5221,US,06/22/2012 06:53:38 PM
Starbucks,5905,Mt Herman & Springs Lake,Company Owned,15463,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-440-1256,"219 Mt Herman Rd, Ste B",219 Mt Herman Rd,Ste B,Scotts Valley,CA,95066-4021,US,06/22/2012 06:53:38 PM
Starbucks,74794,Safeway - Scotts Valley #300,Licensed,8184,,Starbucks Card Mobile,,9999,Unknown,931-438-7431,253 Mount Hermon Rd,253 Mount Hermon Rd,,Scotts Valley,CA,95066-4037,US,06/22/2012 06:53:38 PM
Starbucks,9261,Hwy 17 & Scotts Valley Drive,Company Owned,14317,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,831-440-9801,"5600 Scotts Valley Drive, A & B",5600 Scotts Valley Drive,A & B,Scotts Valley,CA,95066-3466,US,06/22/2012 06:53:38 PM
Starbucks,5262,Almaden Center - San Jose,Company Owned,13316,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-323-9511,6471-90 Almaden Expressway,6471-90 Almaden Expressway,,San Jose,CA,95120,US,06/22/2012 06:53:38 PM
Starbucks,74912,Safeway - San Jose #695,Licensed,8118,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-268-3511,6477 Almaden Rd,6477 Almaden Rd,,San Jose,CA,95120-2902,US,06/22/2012 06:53:38 PM
Starbucks,5846,Santa Teresa & Snell - San Jose,Company Owned,11905,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-972-1857,6009 Snell Avenue,6009 Snell Avenue,,San Jose,CA,95123-4127,US,06/22/2012 06:53:38 PM
Starbucks,558,Blossom Hill,Company Owned,15255,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-224-7574,854 Blossom Hill Road,854 Blossom Hill Road,,San Jose,CA,95123-2725,US,06/22/2012 06:53:38 PM
Starbucks,6960,Oakridge Mall - San Jose,Company Owned,14070,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-226-6603,"925 Blossom Hill Road, 1625",925 Blossom Hill Road,1625,San Jose,CA,95123,US,06/22/2012 06:53:38 PM
Starbucks,6996,Blossom Hill & Winfield - San Jose,Company Owned,12673,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,408-281-2886,967 Blossom Hill Road,967 Blossom Hill Road,,San Jose,CA,95123-1203,US,06/22/2012 06:53:38 PM
Starbucks,76265,Target San Jose Oakridge T-1927,Licensed,14176,,Starbucks Card Mobile,,9999,Unknown,408-513-3002,879 Blossom Hill Rd,879 Blossom Hill Rd,,San Jose,CA,95123-1213,US,06/22/2012 06:53:38 PM
Starbucks,74337,Safeway-Santa Clara #1990,Licensed,13091,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-855-0980,3970 Rivermark Plaza,3970 Rivermark Plaza,,Santa Clara,CA,95054-4155,US,06/22/2012 06:53:38 PM
Starbucks,5481,Princeton Plaza - San Jose,Company Owned,9166,"Lunch, Oven-warmed Food, Reserve Amenity","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-448-1494,"1362 Kooser Road, Space #50",1362 Kooser Road,Space #50,San Jose,CA,95118-3813,US,06/22/2012 06:53:38 PM
Starbucks,6827,Almaden & Blossom Hill - San Jose,Company Owned,15582,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-979-1029,"5353 Almaden Expressway, H-52",5353 Almaden Expressway,H-52,San Jose,CA,95118-3637,US,06/22/2012 06:53:38 PM
Starbucks,74315,Safeway-San Jose #316,Licensed,15056,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-227-4961,179 Branham Ln,179 Branham Ln,,San Jose,CA,95136-2300,US,06/22/2012 06:53:38 PM
Starbucks,74773,Safeway - San Jose #1574,Licensed,9563,,Starbucks Card Mobile,,9999,Unknown,408-267-1200,4950 Almaden Expy,4950 Almaden Expy,,San Jose,CA,95118,US,06/22/2012 06:53:38 PM
Starbucks,74789,Safeway-San Jose #997,Licensed,9719,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-267-0550,1663 Branham Ln,1663 Branham Ln,,San Jose,CA,95118-2200,US,06/22/2012 06:53:38 PM
Starbucks,5323,Blossom Hill Pavilion,Company Owned,15691,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-402-0350,624 Blossom Hill Road,624 Blossom Hill Road,,Los Gatos,CA,95032-4514,US,06/22/2012 06:53:38 PM
Starbucks,10343,Santa Cruz & Hwy 9 - Los Gatos,Company Owned,17875,"Lunch, Oven-warmed Food, Sirena Espresso Machine",Starbucks Card Mobile,,9999,Unknown,408-395-6912,442 N. Santa Cruz Avenue,442 N. Santa Cruz Avenue,,Los Gatos,CA,95030-5313,US,06/22/2012 06:53:38 PM
Starbucks,15438,Safeway-Los Gatos #2815,Licensed,65899,,,,0,Unknown,408-354-9708,470 N Santa Cruz Ave,470 N Santa Cruz Ave,,Los Gatos,CA,95073,US,06/22/2012 06:53:38 PM
Starbucks,6769,Capitol & Timberloop - San Jose,Company Owned,12575,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,408-448-4369,605 West Capitol Expressway,605 West Capitol Expressway,,San Jose,CA,95136-4069,US,06/22/2012 06:53:38 PM
Starbucks,5854,Silver Creek @ Beaumont Canyon - SJ,Company Owned,11906,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-274-1055,5651 Silver Creek Valley Rd.,5651 Silver Creek Valley Rd.,,San Jose,CA,95138-2473,US,06/22/2012 06:53:38 PM
Starbucks,6696,Hillsdale & Camden - San Jose,Company Owned,16260,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-978-1674,"1815 Hillsdale Avenue, 20",1815 Hillsdale Avenue,20,San Jose,CA,95124-3035,US,06/22/2012 06:53:38 PM
Starbucks,10542,Los Gatos & Hwy 85 - Los Gatos,Company Owned,7404,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-356-3862,"14777 Los Gatos Blvd, 100",14777 Los Gatos Blvd,100,Los Gatos,CA,95032-2059,US,06/22/2012 06:53:38 PM
Starbucks,6788,Foxworthy & Cherry - San Jose,Company Owned,14709,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-445-8772,1455 East Foxworthy Avenue,1455 East Foxworthy Avenue,,San Jose,CA,95118-1121,US,06/22/2012 06:53:38 PM
Starbucks,5857,San Felipe & Yerba Buena - San Jose,Company Owned,12417,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,408-531-8204,"4848 San Felipe Road, 110",4848 San Felipe Road,110,San Jose,CA,95135-1276,US,06/22/2012 06:53:38 PM
Starbucks,11778,Monterey & Lewis - San Jose,Company Owned,17317,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,408-629-8905,2961 Monterey Road,2961 Monterey Road,,San Jose,CA,95111-3156,US,06/22/2012 06:53:38 PM
